Generation,Population,Score,Steps,Fitness
25,84,16,608,0.42105263157894735
25,85,21,819,0.5384615384615384
25,86,23,621,0.8518518518518519
25,87,25,950,0.6578947368421053
25,88,17,884,0.3269230769230769
25,89,18,972,0.3333333333333333
25,90,21,903,0.4883720930232558
25,91,15,690,0.32608695652173914
25,92,24,768,0.75
25,93,16,688,0.37209302325581395
25,94,18,342,0.9473684210526315
25,95,19,950,0.38
25,96,23,1081,0.48936170212765956
25,97,19,475,0.76
25,98,17,765,0.37777777777777777
25,99,18,774,0.4186046511627907
26,0,21,1134,0.3888888888888889
26,1,23,621,0.8518518518518519
26,2,24,768,0.75
26,3,16,576,0.4444444444444444
26,4,18,450,0.72
26,5,21,840,0.525
26,6,20,780,0.5128205128205128
26,7,19,684,0.5277777777777778
26,8,19,817,0.4418604651162791
26,9,22,418,1.1578947368421053
26,10,18,756,0.42857142857142855
26,11,19,684,0.5277777777777778
26,12,23,782,0.6764705882352942
26,13,24,1008,0.5714285714285714
26,14,19,532,0.6785714285714286
26,15,24,600,0.96
26,16,18,738,0.43902439024390244
26,17,23,828,0.6388888888888888
26,18,22,1144,0.4230769230769231
26,19,16,320,0.8
26,20,16,512,0.5
26,21,16,880,0.2909090909090909
26,22,18,360,0.9
26,23,15,690,0.32608695652173914
26,24,22,616,0.7857142857142857
26,25,22,682,0.7096774193548387
26,26,22,814,0.5945945945945946
26,27,24,1200,0.48
26,28,22,1100,0.44
26,29,16,704,0.36363636363636365
26,30,17,816,0.3541666666666667
26,31,15,780,0.28846153846153844
26,32,22,506,0.9565217391304348
26,33,25,625,1.0
26,34,22,1078,0.4489795918367347
26,35,15,690,0.32608695652173914
26,36,21,1071,0.4117647058823529
26,37,16,496,0.5161290322580645
26,38,19,456,0.7916666666666666
26,39,24,792,0.7272727272727273
26,40,16,880,0.2909090909090909
26,41,16,736,0.34782608695652173
26,42,18,900,0.36
26,43,22,792,0.6111111111111112
26,44,22,858,0.5641025641025641
26,45,23,644,0.8214285714285714
26,46,24,936,0.6153846153846154
26,47,18,468,0.6923076923076923
26,48,17,391,0.7391304347826086
26,49,18,792,0.4090909090909091
26,50,22,572,0.8461538461538461
26,51,21,462,0.9545454545454546
26,52,16,864,0.2962962962962963
26,53,21,693,0.6363636363636364
26,54,24,1224,0.47058823529411764
26,55,17,901,0.32075471698113206
26,56,17,850,0.34
26,57,17,697,0.4146341463414634
26,58,25,1225,0.5102040816326531
26,59,19,874,0.41304347826086957
26,60,19,855,0.4222222222222222
26,61,23,966,0.5476190476190477
26,62,21,693,0.6363636363636364
26,63,15,510,0.4411764705882353
26,64,17,748,0.38636363636363635
26,65,21,945,0.4666666666666667
26,66,19,475,0.76
26,67,25,975,0.6410256410256411
26,68,23,1127,0.46938775510204084
26,69,24,576,1.0
26,70,24,504,1.1428571428571428
26,71,20,1040,0.38461538461538464
26,72,23,851,0.6216216216216216
26,73,17,799,0.3617021276595745
26,74,20,840,0.47619047619047616
26,75,23,1150,0.46
26,76,24,1080,0.5333333333333333
26,77,25,575,1.0869565217391304
26,78,24,648,0.8888888888888888
26,79,19,950,0.38
26,80,15,285,0.7894736842105263
26,81,22,1188,0.4074074074074074
26,82,24,984,0.5853658536585366
26,83,15,705,0.3191489361702128
26,84,23,575,0.92
26,85,18,360,0.9
26,86,24,1056,0.5454545454545454
26,87,16,560,0.45714285714285713
26,88,15,315,0.7142857142857143
26,89,25,1275,0.49019607843137253
26,90,23,1127,0.46938775510204084
26,91,17,748,0.38636363636363635
26,92,23,736,0.71875
26,93,17,527,0.5483870967741935
26,94,17,646,0.4473684210526316
26,95,23,1058,0.5
26,96,20,1020,0.39215686274509803
26,97,21,798,0.5526315789473685
26,98,21,1029,0.42857142857142855
26,99,24,648,0.8888888888888888
27,0,25,625,1.0
27,1,19,893,0.40425531914893614
27,2,16,752,0.3404255319148936
27,3,23,529,1.0
27,4,17,425,0.68
27,5,18,648,0.5
27,6,19,494,0.7307692307692307
27,7,21,861,0.5121951219512195
27,8,25,1200,0.5208333333333334
27,9,16,608,0.42105263157894735
27,10,23,506,1.0454545454545454
27,11,26,1430,0.4727272727272727
27,12,21,1113,0.39622641509433965
27,13,16,672,0.38095238095238093
27,14,23,1196,0.4423076923076923
27,15,20,480,0.8333333333333334
27,16,18,900,0.36
27,17,16,416,0.6153846153846154
27,18,22,1100,0.44
27,19,25,575,1.0869565217391304
27,20,20,900,0.4444444444444444
27,21,17,765,0.37777777777777777
27,22,21,1008,0.4375
27,23,18,414,0.782608695652174
27,24,19,912,0.3958333333333333
27,25,22,1056,0.4583333333333333
27,26,16,496,0.5161290322580645
27,27,24,744,0.7741935483870968
27,28,22,1078,0.4489795918367347
27,29,17,833,0.3469387755102041
27,30,17,867,0.3333333333333333
27,31,21,777,0.5675675675675675
27,32,23,552,0.9583333333333334
27,33,21,924,0.4772727272727273
27,34,18,792,0.4090909090909091
27,35,20,640,0.625
27,36,20,840,0.47619047619047616
27,37,26,910,0.7428571428571429
27,38,18,504,0.6428571428571429
27,39,16,784,0.32653061224489793
27,40,17,816,0.3541666666666667
27,41,22,880,0.55
27,42,25,550,1.1363636363636365
27,43,25,875,0.7142857142857143
27,44,23,920,0.575
27,45,18,576,0.5625
27,46,17,731,0.3953488372093023
27,47,22,682,0.7096774193548387
27,48,23,1104,0.4791666666666667
27,49,17,731,0.3953488372093023
27,50,20,760,0.5263157894736842
27,51,21,546,0.8076923076923077
27,52,18,990,0.32727272727272727
27,53,18,792,0.4090909090909091
27,54,21,462,0.9545454545454546
27,55,18,864,0.375
27,56,18,414,0.782608695652174
27,57,20,400,1.0
27,58,21,588,0.75
27,59,16,384,0.6666666666666666
27,60,24,600,0.96
27,61,16,704,0.36363636363636365
27,62,19,798,0.4523809523809524
27,63,17,527,0.5483870967741935
27,64,25,1025,0.6097560975609756
27,65,26,1040,0.65
27,66,25,875,0.7142857142857143
27,67,17,493,0.5862068965517241
27,68,16,704,0.36363636363636365
27,69,24,1200,0.48
27,70,18,702,0.46153846153846156
27,71,17,323,0.8947368421052632
27,72,16,416,0.6153846153846154
27,73,21,462,0.9545454545454546
27,74,19,855,0.4222222222222222
27,75,26,884,0.7647058823529411
27,76,21,840,0.525
27,77,16,352,0.7272727272727273
27,78,18,414,0.782608695652174
27,79,23,1219,0.4339622641509434
27,80,25,975,0.6410256410256411
27,81,24,552,1.0434782608695652
27,82,17,901,0.32075471698113206
27,83,25,975,0.6410256410256411
27,84,20,740,0.5405405405405406
27,85,23,1173,0.45098039215686275
27,86,26,1430,0.4727272727272727
27,87,26,702,0.9629629629629629
27,88,25,1125,0.5555555555555556
27,89,17,799,0.3617021276595745
27,90,19,874,0.41304347826086957
27,91,16,528,0.48484848484848486
27,92,19,570,0.6333333333333333
27,93,18,666,0.4864864864864865
27,94,25,1100,0.5681818181818182
27,95,18,432,0.75
27,96,21,1134,0.3888888888888889
27,97,19,779,0.4634146341463415
27,98,17,918,0.3148148148148148
27,99,25,850,0.7352941176470589
28,0,26,1352,0.5
28,1,26,1222,0.5531914893617021
28,2,25,575,1.0869565217391304
28,3,19,494,0.7307692307692307
28,4,22,814,0.5945945945945946
28,5,21,1176,0.375
28,6,25,925,0.6756756756756757
28,7,16,368,0.6956521739130435
28,8,22,660,0.7333333333333333
28,9,17,680,0.425
28,10,16,320,0.8
28,11,26,1326,0.5098039215686274
28,12,16,672,0.38095238095238093
28,13,22,462,1.0476190476190477
28,14,24,576,1.0
28,15,26,1014,0.6666666666666666
28,16,25,1300,0.4807692307692308
28,17,19,969,0.37254901960784315
28,18,22,462,1.0476190476190477
28,19,24,1344,0.42857142857142855
28,20,25,475,1.3157894736842106
28,21,24,456,1.263157894736842
28,22,20,780,0.5128205128205128
28,23,21,462,0.9545454545454546
28,24,23,713,0.7419354838709677
28,25,22,1056,0.4583333333333333
28,26,18,936,0.34615384615384615
28,27,18,774,0.4186046511627907
28,28,22,1122,0.43137254901960786
28,29,20,820,0.4878048780487805
28,30,19,817,0.4418604651162791
28,31,21,609,0.7241379310344828
28,32,21,1134,0.3888888888888889
28,33,24,1056,0.5454545454545454
28,34,18,342,0.9473684210526315
28,35,21,714,0.6176470588235294
28,36,26,1456,0.4642857142857143
28,37,23,621,0.8518518518518519
28,38,17,765,0.37777777777777777
28,39,21,1155,0.38181818181818183
28,40,17,799,0.3617021276595745
28,41,25,1100,0.5681818181818182
28,42,17,442,0.6538461538461539
28,43,20,1040,0.38461538461538464
28,44,17,680,0.425
28,45,19,551,0.6551724137931034
28,46,16,832,0.3076923076923077
28,47,22,1034,0.46808510638297873
28,48,23,667,0.7931034482758621
28,49,23,529,1.0
28,50,18,990,0.32727272727272727
28,51,26,1040,0.65
28,52,20,640,0.625
28,53,17,748,0.38636363636363635
28,54,16,704,0.36363636363636365
28,55,18,648,0.5
28,56,22,858,0.5641025641025641
28,57,19,1045,0.34545454545454546
28,58,26,962,0.7027027027027027
28,59,26,910,0.7428571428571429
28,60,18,882,0.3673469387755102
28,61,23,1173,0.45098039215686275
28,62,24,768,0.75
28,63,23,1219,0.4339622641509434
28,64,22,1056,0.4583333333333333
28,65,22,1144,0.4230769230769231
28,66,22,484,1.0
28,67,22,660,0.7333333333333333
28,68,22,660,0.7333333333333333
28,69,19,779,0.4634146341463415
28,70,17,595,0.4857142857142857
28,71,22,902,0.5365853658536586
28,72,17,748,0.38636363636363635
28,73,22,924,0.5238095238095238
28,74,23,713,0.7419354838709677
28,75,23,437,1.2105263157894737
28,76,23,759,0.696969696969697
28,77,23,690,0.7666666666666667
28,78,24,648,0.8888888888888888
28,79,20,1100,0.36363636363636365
28,80,24,1080,0.5333333333333333
28,81,17,391,0.7391304347826086
28,82,18,360,0.9
28,83,24,648,0.8888888888888888
28,84,23,1173,0.45098039215686275
28,85,19,969,0.37254901960784315
28,86,19,399,0.9047619047619048
28,87,18,558,0.5806451612903226
28,88,18,612,0.5294117647058824
28,89,18,810,0.4
28,90,25,925,0.6756756756756757
28,91,16,528,0.48484848484848486
28,92,24,912,0.631578947368421
28,93,18,954,0.33962264150943394
28,94,17,612,0.4722222222222222
28,95,22,902,0.5365853658536586
28,96,23,920,0.575
28,97,17,459,0.6296296296296297
28,98,16,528,0.48484848484848486
28,99,25,1275,0.49019607843137253
29,0,18,882,0.3673469387755102
29,1,23,483,1.0952380952380953
29,2,22,616,0.7857142857142857
29,3,17,391,0.7391304347826086
29,4,26,1404,0.48148148148148145
29,5,26,858,0.7878787878787878
29,6,21,882,0.5
29,7,25,1400,0.44642857142857145
29,8,25,1175,0.5319148936170213
29,9,24,1080,0.5333333333333333
29,10,22,880,0.55
29,11,21,735,0.6
29,12,17,340,0.85
29,13,22,968,0.5
29,14,17,697,0.4146341463414634
29,15,17,680,0.425
29,16,26,1430,0.4727272727272727
29,17,24,888,0.6486486486486487
29,18,18,558,0.5806451612903226
29,19,25,1175,0.5319148936170213
29,20,20,380,1.0526315789473684
29,21,21,861,0.5121951219512195
29,22,26,676,1.0
29,23,17,510,0.5666666666666667
29,24,27,864,0.84375
29,25,18,666,0.4864864864864865
29,26,23,943,0.5609756097560976
29,27,27,729,1.0
29,28,18,972,0.3333333333333333
29,29,20,640,0.625
29,30,19,646,0.5588235294117647
29,31,26,1170,0.5777777777777777
29,32,18,468,0.6923076923076923
29,33,27,648,1.125
29,34,22,880,0.55
29,35,18,630,0.5142857142857142
29,36,27,1404,0.5192307692307693
29,37,18,990,0.32727272727272727
29,38,25,1350,0.46296296296296297
29,39,27,594,1.2272727272727273
29,40,27,1485,0.4909090909090909
29,41,25,525,1.1904761904761905
29,42,17,323,0.8947368421052632
29,43,23,1081,0.48936170212765956
29,44,17,697,0.4146341463414634
29,45,21,1050,0.42
29,46,19,380,0.95
29,47,27,1350,0.54
29,48,25,575,1.0869565217391304
29,49,21,693,0.6363636363636364
29,50,17,510,0.5666666666666667
29,51,27,1242,0.5869565217391305
29,52,19,513,0.7037037037037037
29,53,23,920,0.575
29,54,19,893,0.40425531914893614
29,55,27,945,0.7714285714285715
29,56,25,725,0.8620689655172413
29,57,22,1232,0.39285714285714285
29,58,19,532,0.6785714285714286
29,59,18,468,0.6923076923076923
29,60,17,510,0.5666666666666667
29,61,24,696,0.8275862068965517
29,62,23,1012,0.5227272727272727
29,63,24,528,1.0909090909090908
29,64,18,738,0.43902439024390244
29,65,27,1296,0.5625
29,66,17,799,0.3617021276595745
29,67,24,576,1.0
29,68,21,1050,0.42
29,69,19,418,0.8636363636363636
29,70,25,750,0.8333333333333334
29,71,26,1040,0.65
29,72,18,432,0.75
29,73,22,1188,0.4074074074074074
29,74,19,855,0.4222222222222222
29,75,27,864,0.84375
29,76,20,760,0.5263157894736842
29,77,23,1150,0.46
29,78,25,875,0.7142857142857143
29,79,18,720,0.45
29,80,19,1064,0.3392857142857143
29,81,22,968,0.5
29,82,22,902,0.5365853658536586
29,83,22,902,0.5365853658536586
29,84,24,1008,0.5714285714285714
29,85,20,700,0.5714285714285714
29,86,23,1196,0.4423076923076923
29,87,23,1242,0.42592592592592593
29,88,20,700,0.5714285714285714
29,89,18,972,0.3333333333333333
29,90,18,504,0.6428571428571429
29,91,17,408,0.7083333333333334
29,92,20,500,0.8
29,93,21,651,0.6774193548387096
29,94,17,731,0.3953488372093023
29,95,17,799,0.3617021276595745
29,96,22,1210,0.4
29,97,25,1325,0.4716981132075472
29,98,21,819,0.5384615384615384
29,99,17,850,0.34
30,0,23,1150,0.46
30,1,22,550,0.88
30,2,23,713,0.7419354838709677
30,3,19,741,0.48717948717948717
30,4,25,1150,0.5434782608695652
30,5,21,903,0.4883720930232558
30,6,21,924,0.4772727272727273
30,7,19,589,0.6129032258064516
30,8,21,609,0.7241379310344828
30,9,27,1242,0.5869565217391305
30,10,25,725,0.8620689655172413
30,11,23,644,0.8214285714285714
30,12,21,777,0.5675675675675675
30,13,23,851,0.6216216216216216
30,14,25,1325,0.4716981132075472
30,15,20,820,0.4878048780487805
30,16,23,989,0.5348837209302325
30,17,26,1144,0.5909090909090909
30,18,28,868,0.9032258064516129
30,19,21,1008,0.4375
30,20,25,475,1.3157894736842106
30,21,23,437,1.2105263157894737
30,22,24,1272,0.4528301886792453
30,23,24,456,1.263157894736842
30,24,23,437,1.2105263157894737
30,25,20,860,0.46511627906976744
30,26,24,960,0.6
30,27,22,1210,0.4
30,28,22,484,1.0
30,29,21,903,0.4883720930232558
30,30,27,972,0.75
30,31,26,1040,0.65
30,32,25,1400,0.44642857142857145
30,33,27,756,0.9642857142857143
30,34,20,620,0.6451612903225806
30,35,18,900,0.36
30,36,26,1118,0.6046511627906976
30,37,21,483,0.9130434782608695
30,38,23,1150,0.46
30,39,22,484,1.0
30,40,25,1075,0.5813953488372093
30,41,18,900,0.36
30,42,21,714,0.6176470588235294
30,43,24,1176,0.4897959183673469
30,44,19,798,0.4523809523809524
30,45,26,962,0.7027027027027027
30,46,21,399,1.105263157894737
30,47,20,1080,0.37037037037037035
30,48,27,1242,0.5869565217391305
30,49,28,1372,0.5714285714285714
30,50,27,1512,0.48214285714285715
30,51,24,960,0.6
30,52,22,748,0.6470588235294118
30,53,21,1092,0.40384615384615385
30,54,26,1014,0.6666666666666666
30,55,27,945,0.7714285714285715
30,56,27,729,1.0
30,57,18,576,0.5625
30,58,26,884,0.7647058823529411
30,59,22,550,0.88
30,60,26,1352,0.5
30,61,22,528,0.9166666666666666
30,62,28,784,1.0
30,63,19,1064,0.3392857142857143
30,64,23,1242,0.42592592592592593
30,65,20,740,0.5405405405405406
30,66,20,800,0.5
30,67,22,814,0.5945945945945946
30,68,25,750,0.8333333333333334
30,69,28,1008,0.7777777777777778
30,70,19,950,0.38
30,71,19,532,0.6785714285714286
30,72,21,1113,0.39622641509433965
30,73,24,1152,0.5
30,74,19,874,0.41304347826086957
30,75,28,588,1.3333333333333333
30,76,21,441,1.0
30,77,18,414,0.782608695652174
30,78,26,988,0.6842105263157895
30,79,19,703,0.5135135135135135
30,80,28,1456,0.5384615384615384
30,81,22,1122,0.43137254901960786
30,82,28,1428,0.5490196078431373
30,83,27,567,1.2857142857142858
30,84,24,696,0.8275862068965517
30,85,28,1260,0.6222222222222222
30,86,27,810,0.9
30,87,27,999,0.7297297297297297
30,88,25,550,1.1363636363636365
30,89,25,1350,0.46296296296296297
30,90,24,936,0.6153846153846154
30,91,19,380,0.95
30,92,18,774,0.4186046511627907
30,93,20,960,0.4166666666666667
30,94,21,1092,0.40384615384615385
30,95,25,1300,0.4807692307692308
30,96,24,648,0.8888888888888888
30,97,26,754,0.896551724137931
30,98,20,1040,0.38461538461538464
30,99,25,1250,0.5
31,0,20,960,0.4166666666666667
31,1,19,418,0.8636363636363636
31,2,28,980,0.8
31,3,25,1275,0.49019607843137253
31,4,28,1540,0.509090909090909
31,5,28,1176,0.6666666666666666
31,6,20,660,0.6060606060606061
31,7,28,1484,0.5283018867924528
31,8,26,936,0.7222222222222222
31,9,22,726,0.6666666666666666
31,10,25,800,0.78125
31,11,26,494,1.368421052631579
31,12,23,1012,0.5227272727272727
31,13,22,836,0.5789473684210527
31,14,27,1215,0.6
31,15,24,480,1.2
31,16,19,760,0.475
31,17,23,506,1.0454545454545454
31,18,24,1272,0.4528301886792453
31,19,22,1210,0.4
31,20,19,418,0.8636363636363636
31,21,21,693,0.6363636363636364
31,22,25,1025,0.6097560975609756
31,23,28,1512,0.5185185185185185
31,24,26,1196,0.5652173913043478
31,25,28,1372,0.5714285714285714
31,26,28,1204,0.6511627906976745
31,27,24,1320,0.43636363636363634
31,28,21,462,0.9545454545454546
31,29,22,836,0.5789473684210527
31,30,24,1152,0.5
31,31,18,378,0.8571428571428571
31,32,27,594,1.2272727272727273
31,33,18,594,0.5454545454545454
31,34,25,1125,0.5555555555555556
31,35,22,880,0.55
31,36,19,874,0.41304347826086957
31,37,27,999,0.7297297297297297
31,38,26,884,0.7647058823529411
31,39,23,506,1.0454545454545454
31,40,20,760,0.5263157894736842
31,41,25,975,0.6410256410256411
31,42,24,600,0.96
31,43,25,475,1.3157894736842106
31,44,25,1200,0.5208333333333334
31,45,28,728,1.0769230769230769
31,46,21,420,1.05
31,47,24,912,0.631578947368421
31,48,22,836,0.5789473684210527
31,49,28,1428,0.5490196078431373
31,50,27,1107,0.6585365853658537
31,51,19,703,0.5135135135135135
31,52,24,1224,0.47058823529411764
31,53,27,1323,0.5510204081632653
31,54,19,608,0.59375
31,55,27,1161,0.627906976744186
31,56,21,1071,0.4117647058823529
31,57,25,475,1.3157894736842106
31,58,24,840,0.6857142857142857
31,59,20,820,0.4878048780487805
31,60,20,1020,0.39215686274509803
31,61,24,1224,0.47058823529411764
31,62,19,893,0.40425531914893614
31,63,24,1152,0.5
31,64,21,483,0.9130434782608695
31,65,24,1104,0.5217391304347826
31,66,23,851,0.6216216216216216
31,67,22,550,0.88
31,68,22,682,0.7096774193548387
31,69,20,880,0.45454545454545453
31,70,23,943,0.5609756097560976
31,71,18,468,0.6923076923076923
31,72,20,880,0.45454545454545453
31,73,20,680,0.5882352941176471
31,74,20,860,0.46511627906976744
31,75,27,1026,0.7105263157894737
31,76,25,1025,0.6097560975609756
31,77,20,1060,0.37735849056603776
31,78,19,513,0.7037037037037037
31,79,20,920,0.43478260869565216
31,80,20,380,1.0526315789473684
31,81,23,989,0.5348837209302325
31,82,28,700,1.12
31,83,27,1485,0.4909090909090909
31,84,20,380,1.0526315789473684
31,85,23,575,0.92
31,86,24,1224,0.47058823529411764
31,87,25,1150,0.5434782608695652
31,88,21,462,0.9545454545454546
31,89,20,800,0.5
31,90,20,820,0.4878048780487805
31,91,23,529,1.0
31,92,20,620,0.6451612903225806
31,93,19,418,0.8636363636363636
31,94,23,874,0.6052631578947368
31,95,26,936,0.7222222222222222
31,96,25,1300,0.4807692307692308
31,97,18,468,0.6923076923076923
31,98,27,1215,0.6
31,99,25,900,0.6944444444444444
32,0,27,1350,0.54
32,1,23,1104,0.4791666666666667
32,2,19,475,0.76
32,3,22,638,0.7586206896551724
32,4,22,880,0.55
32,5,24,888,0.6486486486486487
32,6,23,713,0.7419354838709677
32,7,24,504,1.1428571428571428
32,8,28,728,1.0769230769230769
32,9,23,1242,0.42592592592592593
32,10,21,546,0.8076923076923077
32,11,26,728,0.9285714285714286
32,12,22,836,0.5789473684210527
32,13,26,1274,0.5306122448979592
32,14,21,819,0.5384615384615384
32,15,24,1056,0.5454545454545454
32,16,25,1150,0.5434782608695652
32,17,19,456,0.7916666666666666
32,18,28,616,1.2727272727272727
32,19,24,1104,0.5217391304347826
32,20,26,754,0.896551724137931
32,21,22,858,0.5641025641025641
32,22,24,1104,0.5217391304347826
32,23,24,744,0.7741935483870968
32,24,24,912,0.631578947368421
32,25,27,1458,0.5
32,26,23,598,0.8846153846153846
32,27,28,672,1.1666666666666667
32,28,29,870,0.9666666666666667
32,29,19,532,0.6785714285714286
32,30,25,500,1.25
32,31,20,700,0.5714285714285714
32,32,25,700,0.8928571428571429
32,33,28,728,1.0769230769230769
32,34,26,1378,0.49056603773584906
32,35,19,931,0.3877551020408163
32,36,20,740,0.5405405405405406
32,37,19,988,0.36538461538461536
32,38,22,792,0.6111111111111112
32,39,20,700,0.5714285714285714
32,40,19,855,0.4222222222222222
32,41,26,494,1.368421052631579
32,42,20,440,0.9090909090909091
32,43,26,546,1.2380952380952381
32,44,20,600,0.6666666666666666
32,45,28,672,1.1666666666666667
32,46,19,437,0.8260869565217391
32,47,25,1250,0.5
32,48,29,1305,0.6444444444444445
32,49,29,638,1.3181818181818181
32,50,23,713,0.7419354838709677
32,51,23,437,1.2105263157894737
32,52,26,1118,0.6046511627906976
32,53,22,1232,0.39285714285714285
32,54,28,532,1.4736842105263157
32,55,22,462,1.0476190476190477
32,56,19,969,0.37254901960784315
32,57,22,616,0.7857142857142857
32,58,22,1100,0.44
32,59,27,513,1.4210526315789473
32,60,20,620,0.6451612903225806
32,61,22,440,1.1
32,62,25,850,0.7352941176470589
32,63,28,1232,0.6363636363636364
32,64,29,580,1.45
32,65,20,500,0.8
32,66,26,806,0.8387096774193549
32,67,24,1200,0.48
32,68,29,1218,0.6904761904761905
32,69,26,910,0.7428571428571429
32,70,27,1458,0.5
32,71,19,855,0.4222222222222222
32,72,28,896,0.875
32,73,26,1352,0.5
32,74,24,528,1.0909090909090908
32,75,29,986,0.8529411764705882
32,76,29,754,1.1153846153846154
32,77,24,1272,0.4528301886792453
32,78,26,546,1.2380952380952381
32,79,23,943,0.5609756097560976
32,80,25,1000,0.625
32,81,19,703,0.5135135135135135
32,82,20,760,0.5263157894736842
32,83,24,840,0.6857142857142857
32,84,21,651,0.6774193548387096
32,85,21,567,0.7777777777777778
32,86,20,840,0.47619047619047616
32,87,27,702,1.0384615384615385
32,88,20,780,0.5128205128205128
32,89,25,925,0.6756756756756757
32,90,29,1044,0.8055555555555556
32,91,25,900,0.6944444444444444
32,92,27,810,0.9
32,93,27,972,0.75
32,94,19,855,0.4222222222222222
32,95,27,513,1.4210526315789473
32,96,27,648,1.125
32,97,25,500,1.25
32,98,21,1050,0.42
32,99,26,1378,0.49056603773584906
33,0,26,1066,0.6341463414634146
33,1,21,1008,0.4375
33,2,29,1131,0.7435897435897436
33,3,25,925,0.6756756756756757
33,4,28,756,1.037037037037037
33,5,28,1036,0.7567567567567568
33,6,25,1225,0.5102040816326531
33,7,24,1128,0.5106382978723404
33,8,22,880,0.55
33,9,28,700,1.12
33,10,20,640,0.625
33,11,28,784,1.0
33,12,30,870,1.0344827586206897
33,13,26,1352,0.5
33,14,20,840,0.47619047619047616
33,15,23,966,0.5476190476190477
33,16,20,760,0.5263157894736842
33,17,26,858,0.7878787878787878
33,18,27,1161,0.627906976744186
33,19,20,780,0.5128205128205128
33,20,21,798,0.5526315789473685
33,21,20,1100,0.36363636363636365
33,22,26,832,0.8125
33,23,25,1175,0.5319148936170213
33,24,25,925,0.6756756756756757
33,25,22,550,0.88
33,26,29,957,0.8787878787878788
33,27,28,644,1.2173913043478262
33,28,28,1540,0.509090909090909
33,29,21,483,0.9130434782608695
33,30,28,1260,0.6222222222222222
33,31,27,1350,0.54
33,32,26,572,1.1818181818181819
33,33,24,1176,0.4897959183673469
33,34,21,567,0.7777777777777778
33,35,24,1080,0.5333333333333333
33,36,22,792,0.6111111111111112
33,37,29,696,1.2083333333333333
33,38,30,1260,0.7142857142857143
33,39,24,936,0.6153846153846154
33,40,30,1680,0.5357142857142857
33,41,22,506,0.9565217391304348
33,42,22,1100,0.44
33,43,28,1456,0.5384615384615384
33,44,22,792,0.6111111111111112
33,45,24,744,0.7741935483870968
33,46,21,924,0.4772727272727273
33,47,30,990,0.9090909090909091
33,48,27,837,0.8709677419354839
33,49,26,988,0.6842105263157895
33,50,30,1350,0.6666666666666666
33,51,24,1320,0.43636363636363634
33,52,25,700,0.8928571428571429
33,53,28,672,1.1666666666666667
33,54,23,1265,0.41818181818181815
33,55,23,943,0.5609756097560976
33,56,30,810,1.1111111111111112
33,57,20,1040,0.38461538461538464
33,58,21,777,0.5675675675675675
33,59,26,494,1.368421052631579
33,60,24,1032,0.5581395348837209
33,61,22,484,1.0
33,62,27,1431,0.5094339622641509
33,63,25,1350,0.46296296296296297
33,64,21,861,0.5121951219512195
33,65,26,702,0.9629629629629629
33,66,24,672,0.8571428571428571
33,67,26,1456,0.4642857142857143
33,68,27,675,1.08
33,69,30,900,1.0
33,70,21,798,0.5526315789473685
33,71,23,1219,0.4339622641509434
33,72,25,475,1.3157894736842106
33,73,23,1035,0.5111111111111111
33,74,27,675,1.08
33,75,28,616,1.2727272727272727
33,76,21,840,0.525
33,77,22,1122,0.43137254901960786
33,78,20,660,0.6060606060606061
33,79,27,1134,0.6428571428571429
33,80,25,1125,0.5555555555555556
33,81,20,820,0.4878048780487805
33,82,22,1012,0.4782608695652174
33,83,20,620,0.6451612903225806
33,84,21,441,1.0
33,85,30,1620,0.5555555555555556
33,86,21,609,0.7241379310344828
33,87,24,744,0.7741935483870968
33,88,25,575,1.0869565217391304
33,89,28,1344,0.5833333333333334
33,90,24,1056,0.5454545454545454
33,91,21,861,0.5121951219512195
33,92,21,441,1.0
33,93,29,1189,0.7073170731707317
33,94,24,744,0.7741935483870968
33,95,25,1300,0.4807692307692308
33,96,21,798,0.5526315789473685
33,97,27,972,0.75
33,98,26,910,0.7428571428571429
33,99,24,480,1.2
34,0,28,1288,0.6086956521739131
34,1,26,1170,0.5777777777777777
34,2,26,1456,0.4642857142857143
34,3,20,840,0.47619047619047616
34,4,20,500,0.8
34,5,27,1134,0.6428571428571429
34,6,28,700,1.12
34,7,28,1456,0.5384615384615384
34,8,26,1248,0.5416666666666666
34,9,27,783,0.9310344827586207
34,10,22,902,0.5365853658536586
34,11,21,1071,0.4117647058823529
34,12,24,1080,0.5333333333333333
34,13,26,624,1.0833333333333333
34,14,29,1160,0.725
34,15,30,840,1.0714285714285714
34,16,26,1196,0.5652173913043478
34,17,26,962,0.7027027027027027
34,18,26,728,0.9285714285714286
34,19,28,1344,0.5833333333333334
34,20,20,560,0.7142857142857143
34,21,28,1260,0.6222222222222222
34,22,21,735,0.6
34,23,29,783,1.0740740740740742
34,24,28,728,1.0769230769230769
34,25,22,638,0.7586206896551724
34,26,22,946,0.5116279069767442
34,27,20,960,0.4166666666666667
34,28,22,858,0.5641025641025641
34,29,22,924,0.5238095238095238
34,30,29,841,1.0
34,31,25,1250,0.5
34,32,30,1650,0.5454545454545454
34,33,27,702,1.0384615384615385
34,34,20,700,0.5714285714285714
34,35,28,672,1.1666666666666667
34,36,28,1512,0.5185185185185185
34,37,29,1392,0.6041666666666666
34,38,30,690,1.3043478260869565
34,39,22,1210,0.4
34,40,29,1305,0.6444444444444445
34,41,29,1015,0.8285714285714286
34,42,30,1050,0.8571428571428571
